140,2018-11-05,132000000,0,18,3T2018,4601,4601,1511210000,699800000,3.17,5403020000,2774120000,322700000,Este balanço não possui informações suficientes para darmos uma Nota.,f
138,2018-08-06,253560000,0,18,2T2018,4403,4403,1511210000,742870000,2.64,5271020000,2784610000,342090000,Este balanço não possui informações suficientes para darmos uma Nota.,f
50,2017-08-07,3911480000,0,32,2T2017,902,902,8870210000,14810440000,19.16,106807510000,0,235939890000,Este balanço não possui informações suficientes para darmos uma Nota.,f
48,2020-02-05,145599000,0,17,4T2019,804,804,218359000,528389000,23.75,4040730000,0,5613530000,"Este balanço não possui os requisítos mínimos necessários. 
 - ROE acima de 10%; 
 - Dívida equilibrada não ultrapassando 80% do valor do Patrimônio; 
 - Lucro Líquido crescente nos últimos três anos; ",f
51,2017-11-06,2883990000,0,32,3T2017,903,903,8870210000,14457910000,20.68,110300600000,0,240513940000,Este balanço não possui informações suficientes para darmos uma Nota.,f
52,2018-02-05,3791600000,0,32,4T2017,904,904,8870210000,14657760000,23.76,110457470000,0,212026570000,Este balanço não possui informações suficientes para darmos uma Nota.,f
60,2020-02-05,4883120000,7,32,4T2019,1402,1402,8870210000,22582610000,30.57,133723230000,0,96011210000,"A empresa aprensenta: 
- Boa relação entre Preço(cotação) e Lucro Líquido anual, não ultrapassando a faixa de 13 (+1 pts); 
- Uma boa relação entre Preço(cotação) e Patrimônio Líquido, não ultrapassando a faixa de 2.3 (+1 pts); 
- Um belo Retorno sobre Patrimônio Líquido(ROE), acima de 15% (+1 pts); 
- Relação entre a Dívida bruta perante o Patrimônio Líquido excelente, ficando abaixo de 30% (+2 pts); 
- Excelente proporção do Caixa disponível perante a Dívida bruta, acima de 2 (+2 pts); 
",f
76,2020-02-05,8260700000,7,35,4T2019,1901,1901,9820470588,26711680000,32.42,132244230000,0,12206000000,"A empresa aprensenta: 
- Boa relação entre Preço(cotação) e Lucro Líquido anual, não ultrapassando a faixa de 13 (+1 pts); 
- Retorno sobre Patrimônio Líquido(ROE) muito bom, acima de 20% (+2 pts); 
- Relação entre a Dívida bruta perante o Patrimônio Líquido excelente, ficando abaixo de 30% (+2 pts); 
- Excelente proporção do Caixa disponível perante a Dívida bruta, acima de 2 (+2 pts); 
",f
120,2016-08-05,104100000,0,17,2T2016,3701,3701,186428571,,10.88,2688820000,0,5384520000,Este balanço não possui informações suficientes para darmos uma Nota.,f
125,2016-08-05,-690000,0,19,2T2016,4001,4001,66003000,,7.9,362050000,342590000,219220000,Este balanço não possui informações suficientes para darmos uma Nota.,f
126,2016-11-07,3840000,0,19,3T2016,4002,4002,66003000,,6.95,365900000,341730000,241920000,Este balanço não possui informações suficientes para darmos uma Nota.,f
127,2017-02-06,12580000,0,19,4T2016,4003,4003,66003000,13830000,8.29,375080000,291580000,192860000,Este balanço não possui informações suficientes para darmos uma Nota.,f
117,2020-06-23,3382090000,0,32,2020-06-23,3401,3401,8870210000,20144260000,21.53,129549000000,0,142095320000,"Este balanço não possui os requisítos mínimos necessários. 
 - ROE acima de 10%; 
 - Dívida equilibrada não ultrapassando 80% do valor do Patrimônio; 
 - Lucro Líquido crescente nos últimos três anos; ",t
136,2018-05-07,160050000,0,18,1T2018,4401,4401,1511210000,686170000,3.02,4968730000,2699950000,549080000,Este balanço não possui informações suficientes para darmos uma Nota.,f
132,2017-05-05,160050000,0,18,1T2017,4201,4201,1511210000,642620000,2.85,4968730000,2699950000,724980000,Este balanço não possui informações suficientes para darmos uma Nota.,f
141,2019-02-05,320010000,6,18,4T2018,4602,4602,1511210000,865620000,4.32,5717190000,2771320000,326620000,"A empresa aprensenta: 
- Relação entre Preço(cotação) e Lucro Líquido anual excelente, não ultrapassando a faixa de 10 (+2 pts); 
- Uma excelente relação entre Preço(cotação) e Patrimônio Líquido, não ultrapassando a faixa de 1.5 (+2 pts); 
- Um belo Retorno sobre Patrimônio Líquido(ROE), acima de 15% (+1 pts); 
- Boa relação entre a Dívida bruta perante o Patrimônio Líquido, abaixo de 60% (+1 pts); 
",f
144,2019-11-05,243640000,6,18,3T2019,4703,4703,1511210000,1013720000,5.84,6024830000,3111010000,257480000,"A empresa aprensenta: 
- Relação entre Preço(cotação) e Lucro Líquido anual excelente, não ultrapassando a faixa de 10 (+2 pts); 
- Uma excelente relação entre Preço(cotação) e Patrimônio Líquido, não ultrapassando a faixa de 1.5 (+2 pts); 
- Um belo Retorno sobre Patrimônio Líquido(ROE), acima de 15% (+1 pts); 
- Boa relação entre a Dívida bruta perante o Patrimônio Líquido, abaixo de 60% (+1 pts); 
",f
145,2020-02-05,386320000,5,18,4T2019,4704,4704,1511210000,1080030000,6.97,6173910000,3080430000,274060000,"A empresa aprensenta: 
- Relação entre Preço(cotação) e Lucro Líquido anual excelente, não ultrapassando a faixa de 10 (+2 pts); 
- Uma boa relação entre Preço(cotação) e Patrimônio Líquido, não ultrapassando a faixa de 2.3 (+1 pts); 
- Um belo Retorno sobre Patrimônio Líquido(ROE), acima de 15% (+1 pts); 
- Boa relação entre a Dívida bruta perante o Patrimônio Líquido, abaixo de 60% (+1 pts); 
",f
77,2020-05-05,1880000000,0,35,1T2020,1902,1902,9804140000,22091360000,22.7,123889000000,0,19699000000,"Este balanço não possui os requisítos mínimos necessários. 
 - ROE acima de 10%; 
 - Dívida equilibrada não ultrapassando 80% do valor do Patrimônio; 
 - Lucro Líquido crescente nos últimos três anos; ",f
61,2020-05-06,3382090000,0,32,1T2020,1403,1403,8870210000,20144260000,18.3,129549000000,0,142095320000,"Este balanço não possui os requisítos mínimos necessários. 
 - ROE acima de 10%; 
 - Dívida equilibrada não ultrapassando 80% do valor do Patrimônio; 
 - Lucro Líquido crescente nos últimos três anos; ",f
148,2016-11-07,202680000,0,16,3T2016,4901,4901,323293000,,24.51,6983850000,0,7799960000,Este balanço não possui informações suficientes para darmos uma Nota.,f
150,2017-05-05,214300000,0,16,1T2017,5101,5101,323293000,891380000,23.7,7112200000,0,10477810000,Este balanço não possui informações suficientes para darmos uma Nota.,f
151,2017-08-07,235700000,0,16,2T2017,5102,5102,323293000,954290000,27.45,7106500000,0,9945400000,Este balanço não possui informações suficientes para darmos uma Nota.,f
152,2017-11-06,383180000,0,16,3T2017,5103,5103,323293000,1134790000,30.96,7561910000,0,10519570000,Este balanço não possui informações suficientes para darmos uma Nota.,f
49,2017-05-05,4070690000,0,32,1T2017,901,901,8870210000,15032860000,18.62,104558440000,0,245539590000,Este balanço não possui informações suficientes para darmos uma Nota.,f
128,2016-05-05,144280000,0,18,1T2016,4101,4101,1511210000,,1.11,4318300000,2369870000,197760000,Este balanço não possui informações suficientes para darmos uma Nota.,f
142,2019-05-06,217550000,6,18,1T2019,4701,4701,1511210000,923120000,4.67,5934740000,2888650000,351820000,"A empresa aprensenta: 
- Relação entre Preço(cotação) e Lucro Líquido anual excelente, não ultrapassando a faixa de 10 (+2 pts); 
- Uma excelente relação entre Preço(cotação) e Patrimônio Líquido, não ultrapassando a faixa de 1.5 (+2 pts); 
- Um belo Retorno sobre Patrimônio Líquido(ROE), acima de 15% (+1 pts); 
- Boa relação entre a Dívida bruta perante o Patrimônio Líquido, abaixo de 60% (+1 pts); 
",f
143,2019-08-05,232520000,6,18,2T2019,4702,4702,1511210000,902080000,5.19,5781190000,3216920000,344700000,"A empresa aprensenta: 
- Relação entre Preço(cotação) e Lucro Líquido anual excelente, não ultrapassando a faixa de 10 (+2 pts); 
- Uma excelente relação entre Preço(cotação) e Patrimônio Líquido, não ultrapassando a faixa de 1.5 (+2 pts); 
- Um belo Retorno sobre Patrimônio Líquido(ROE), acima de 15% (+1 pts); 
- Boa relação entre a Dívida bruta perante o Patrimônio Líquido, abaixo de 60% (+1 pts); 
",f
115,2020-07-04,80997000,0,17,2020-07-04,3201,3201,218359000,489836000,14.15,4046680000,0,6881080000,"Este balanço não possui os requisítos mínimos necessários. 
 - ROE acima de 10%; 
 - Dívida equilibrada não ultrapassando 80% do valor do Patrimônio; 
 - Lucro Líquido crescente nos últimos três anos; ",t
146,2016-05-05,238510000,0,16,1T2016,4801,4801,323293000,,20.57,6599150000,0,5352570000,Este balanço não possui informações suficientes para darmos uma Nota.,f
119,2016-05-07,91150000,0,17,1T2016,3601,3601,181809524,,7.2,2629860000,0,4407810000,Este balanço não possui informações suficientes para darmos uma Nota.,f
121,2016-11-07,102790000,0,17,3T2016,3801,3801,182601810,,11.2,2831310000,0,5163610000,Este balanço não possui informações suficientes para darmos uma Nota.,f
122,2017-02-06,108520000,0,17,4T2016,3802,3802,182313901,406560000,13.54,2893220000,0,5786460000,Este balanço não possui informações suficientes para darmos uma Nota.,f
147,2016-08-05,172790000,0,16,2T2016,4802,4802,323293000,,22.19,6599150000,0,8801780000,Este balanço não possui informações suficientes para darmos uma Nota.,f
139,2020-05-12,386320000,6,18,1T2020,4501,4501,1511210000,1248800000,6.97,6173910000,3080430000,274060000,"A empresa aprensenta: 
- Relação entre Preço(cotação) e Lucro Líquido anual excelente, não ultrapassando a faixa de 10 (+2 pts); 
- Uma boa relação entre Preço(cotação) e Patrimônio Líquido, não ultrapassando a faixa de 2.3 (+1 pts); 
- Retorno sobre Patrimônio Líquido(ROE) muito bom, acima de 20% (+2 pts); 
- Boa relação entre a Dívida bruta perante o Patrimônio Líquido, abaixo de 60% (+1 pts); 
",f
149,2017-02-06,301610000,0,16,4T2016,5001,5001,323293000,915590000,21.21,7000800000,0,9830990000,Este balanço não possui informações suficientes para darmos uma Nota.,f
124,2016-05-05,-1900000,0,19,1T2016,3902,3902,66003000,,4.83,362780000,341860000,232690000,Este balanço não possui informações suficientes para darmos uma Nota.,f
135,2018-02-05,154190000,0,18,4T2017,4303,4303,1511210000,686170000,3.1,5152650000,2716840000,533890000,Este balanço não possui informações suficientes para darmos uma Nota.,f
134,2017-11-06,175070000,0,18,3T2017,4302,4302,1511210000,690910000,3.06,5032350000,2099380000,535960000,Este balanço não possui informações suficientes para darmos uma Nota.,f
133,2017-08-07,196860000,0,18,2T2017,4301,4301,1511210000,630400000,3.02,4857290000,2615950000,450860000,Este balanço não possui informações suficientes para darmos uma Nota.,f
131,2017-02-06,158930000,0,18,4T2016,4104,4104,1511210000,626850000,3.66,4808670000,2712070000,638330000,Este balanço não possui informações suficientes para darmos uma Nota.,f
130,2016-11-07,114560000,0,18,3T2016,4103,4103,1511210000,,2.62,4394680000,2680520000,376480000,Este balanço não possui informações suficientes para darmos uma Nota.,f
129,2016-08-05,209080000,0,18,2T2016,4102,4102,1511210000,,1.66,4280120000,2412100000,75620000,Este balanço não possui informações suficientes para darmos uma Nota.,f
166,2016-05-05,302060000,0,37,1T2016,5307,5307,606850000,,10.28,7803900000,6395960000,1712300000,Este balanço não possui informações suficientes para darmos uma Nota.,f
153,2018-02-05,267690000,0,16,4T2017,5104,5104,323293000,1100870000,37.17,7716100000,0,11201220000,Este balanço não possui informações suficientes para darmos uma Nota.,f
118,2020-06-23,1880000000,0,35,2020-06-23,3501,3501,9804140000,22091360000,26.83,123889000000,0,19699000000,"Este balanço não possui os requisítos mínimos necessários. 
 - ROE acima de 10%; 
 - Dívida equilibrada não ultrapassando 80% do valor do Patrimônio; 
 - Lucro Líquido crescente nos últimos três anos; ",t
154,2018-05-07,276120000,0,16,1T2018,5105,5105,323293000,1162690000,39.39,7805730000,0,10482390000,Este balanço não possui informações suficientes para darmos uma Nota.,f
155,2018-08-06,333090000,0,16,2T2018,5106,5106,323293000,1260080000,45.93,7342570000,0,9388590000,Este balanço não possui informações suficientes para darmos uma Nota.,f
156,2018-11-05,316360000,0,16,3T2018,5107,5107,323293000,1193260000,52.72,7645240000,0,10273270000,Este balanço não possui informações suficientes para darmos uma Nota.,f
157,2019-02-05,385050000,5,16,4T2018,5108,5108,323293000,1310620000,54.72,7643720000,0,10811870000,"A empresa aprensenta: 
- Um belo Retorno sobre Patrimônio Líquido(ROE), acima de 15% (+1 pts); 
- Relação entre a Dívida bruta perante o Patrimônio Líquido excelente, ficando abaixo de 30% (+2 pts); 
- Excelente proporção do Caixa disponível perante a Dívida bruta, acima de 2 (+2 pts); 
",f
158,2019-05-06,297670000,7,16,1T2019,5201,5201,323293000,1332170000,49.85,7540460000,0,11441720000,"A empresa aprensenta: 
- Boa relação entre Preço(cotação) e Lucro Líquido anual, não ultrapassando a faixa de 13 (+1 pts); 
- Uma boa relação entre Preço(cotação) e Patrimônio Líquido, não ultrapassando a faixa de 2.3 (+1 pts); 
- Um belo Retorno sobre Patrimônio Líquido(ROE), acima de 15% (+1 pts); 
- Relação entre a Dívida bruta perante o Patrimônio Líquido excelente, ficando abaixo de 30% (+2 pts); 
- Excelente proporção do Caixa disponível perante a Dívida bruta, acima de 2 (+2 pts); 
",f
167,2016-08-05,97850000,0,37,2T2016,5308,5308,606850000,,11.91,9369690000,5963330000,2562440000,Este balanço não possui informações suficientes para darmos uma Nota.,f
37,2017-05-05,96860000,0,17,1T2017,605,605,182420354,412270000,14.45,3031930000,0,5806020000,Este balanço não possui informações suficientes para darmos uma Nota.,f
38,2017-08-07,107140000,0,17,2T2017,606,606,182153509,415310000,13.71,3089920000,0,6061960000,Este balanço não possui informações suficientes para darmos uma Nota.,f
56,2019-02-05,5080770000,0,32,4T2018,1201,1201,8870210000,19084960000,32.67,121120870000,0,209780510000,"Este balanço não possui os requisítos mínimos necessários. 
 - ROE acima de 10%; 
 - Dívida equilibrada não ultrapassando 80% do valor do Patrimônio; 
 - Lucro Líquido crescente nos últimos três anos; ",f
